Start time,End time,Transcript
5.200,11.400,"welcome everyone to this Sunday Session of original love with Henry"
13.000,13.900," and Sarah and"
14.500,20.600," behalf on behalf of the whole original love team I want to thank you for joining us"
21.300,23.500," either live or via the recording"
24.900,26.900," and I just like to welcome"
27.700,28.700," every one of you"
29.900,32.300," and every part of everyone of you"
32.900,34.000," nothing excluded"
36.500,42.900," so we would love to hear from you if you could drop in the chat where you're doing in from and"
43.600,44.400," how is it now"
46.200,52.500," and Judith says good morning sunny clear and windy here in Santa Barbara glad to be here"
53.800,57.000," knowing in the Hudson Valley from Therese"
59.700,62.800," Jefferson City Missouri windy in San Diego"
64.300,65.700," big storm and Albuquerque"
66.800,69.200," the freshing raining morning and San Jose"
72.800,76.700," spring hail storm and now a rainbow in Warsaw"
78.500,80.000," bill winter and Saskatoon"
81.100,82.500," Bunny and cold and Connecticut"
84.500,88.100," grey & Castle Rock colour ratto"
88.600,90.200," spring snow and durango"
91.500,95.500," funny rainy and Switzerland windy today with snow in the mountains"
96.800,102.700," sunny in cloudy and oh my goodness I might mispronounce this Paula rugose Spain"
103.400,107.100," right afternoon in Belfast semi and brighten Ohio California"
111.600,114.400," Gusty and Cape Town from Perrin"
115.600,118.200," Mom & cloudy spring morning in Austin"
119.900,122.100," sunny and chilly in Apex North Carolina"
123.800,125.700," and sunny in Jamaica"
129.100,130.900," and let's see"
132.100,136.400," sprinkling in Albuquerque blessed moisture in deed"
139.200,143.800," oh right well now that we've had a weather report from"
144.500,147.200," around the globe I'm going to"
148.600,151.800," pass it over to Henry"
152.900,154.700," yeah hi hi hi hi"
155.400,157.100," hi Sarah good to"
157.800,160.700," good to be with you good to be with everyone"
161.700,165.900," in morning here in California where I am in Southern California"
166.900,169.100," it's bright and windy and cold"
169.800,173.700," I saw somebody else's in oceanside that's just down the road"
174.500,177.200," and oh hi as well if you californians and"
177.600,180.700," I'm still looking at this so good to see this"
181.300,186.800," there's messages I love getting it I got I love getting these weather hits from around the world I don't know what the"
187.600,190.600," just the sense of what this glow has going on in it"
191.400,193.200," good to tune by the way that's some"
194.900,195.700," is that Canada"
196.200,198.200," I'm so for my ignorance or"
199.200,201.300," assuming it's somewhere in North America"
202.100,203.200," where it's still wintry"
205.900,208.300," but just a reminder that"
209.600,211.600," all of us in all these different"
212.500,214.900," places there were all actually in the one"
216.600,217.800," uh same"
218.300,218.700," here"
219.000,222.100," there's a what what is known in"
222.400,222.700," in"
223.300,225.200," some of the traditions and then"
226.200,229.400," as the original nature are original nature"
230.300,231.900," of fundamental nature"
232.700,233.100," you know which"
234.200,236.800," you know to interpreted in different ways I mean you can say"
237.500,239.100," in a certain sense it's um"
240.500,244.400," our original nature some say it's a primordial awareness"
245.700,248.500," that all things are arising within"
249.500,250.400," and some say"
251.700,252.800," well other things"
253.200,253.400," it's"
255.000,256.000," but whatever it is"
256.600,256.700," it's"
258.200,261.000," all of this experience that we're having"
262.200,262.500," is"
263.100,264.800," either a rising in it"
266.400,269.900," in some views or is actually it"
271.900,273.100," arising in the form of"
275.000,276.600," that we experience in other words"
277.300,280.800," I mean maybe this sounds a little bit subtle and abstract but there's a slight difference between"
281.400,282.400," the sense that is"
282.800,284.900," probably easier to get our heads around that"
285.500,288.800," there's a great awareness that our awareness is part of"
289.600,291.700," in which all our experiences are rising"
292.700,296.000," and sorry I'm jumped in so deep so quick I didn't mean to actually but"
299.000,301.600," I thought I had to explain how we're all in the same"
302.200,303.700," place in a certain sense"
304.600,310.900," that so let me just say that again that there's a sense in which that we can actually get relatively easily I think that"
311.900,313.200," you know we're seeing stuff"
315.300,316.200," and we're experiencing"
317.000,320.200," in other sense channels as well we're feeling our bodies"
321.400,321.700," where"
322.900,324.100," we're hearing sounds"
324.800,325.500," and we're seeing"
327.600,330.300," and all of those three sense experiences"
331.200,331.600," are"
333.400,334.800," arising in"
336.200,336.900," awareness"
337.800,338.800," there are appearing"
339.600,343.500," all the things that we see for literally in front of us and you know"
344.500,345.400," our appearing"
345.800,346.100," in"
346.900,347.700," awareness"
349.300,351.300," so as we look at"
351.600,354.800," what is before us you know perhaps in a room or whatever"
355.900,357.300," you know whatever objects are there"
358.100,361.100," the experience of seeing them is a rising"
364.100,366.900,"in a medium is a rising in"
367.800,368.700," awareness"
370.400,372.900," and that awareness that each of us has"
373.900,374.200," is"
375.700,376.500," in some views"
377.900,379.100," part of or"
379.900,380.400," is actually"
381.000,382.500," you know really the same as"
383.500,384.400," a vast"
385.200,387.000," all encompassing awareness"
388.200,391.200," in which all things all manner things"
392.000,392.600," arise"
394.000,394.300," and"
396.100,398.200," and that is our original nature"
399.700,400.800," so the original nature"
401.500,403.200," of all things all things are"
403.900,406.000," provided this opportunity to exist"
407.100,408.100," by virtue of"
408.500,409.800," arising in"
410.800,413.400," a vast primordial timeless spaceless"
414.400,416.300," infinite boundless timeless"
417.300,417.900," awareness"
419.200,420.100," okay so that's a"
420.600,422.300," that's why we're all in"
423.400,424.000," we're all here"
425.300,427.200," when we say here we mean the same thing"
428.100,429.700," so the weather is Saskatoon or"
430.400,435.600," or or Montego Bay wherever that is in Jamaica that somebody is in"
436.200,437.800," you know it's it's actually"
439.300,439.600," here"
441.200,441.300," so"
442.100,443.700," we can all be in these many little"
444.300,446.500," zoom cells that are appearing you know"
446.900,447.400," on the screen"
448.100,450.100," and all the on all the different places that those"
451.400,452.200," reference"
454.800,455.500," but actually"
456.700,457.200," we're all"
458.200,458.500," just"
459.400,459.700," here"
463.400,463.500," and"
466.100,467.200," are meditative"
468.200,468.800," journey"
470.300,472.400," in as many kinds of journey we make in life and"
473.000,476.400," one of them could be the meditative journey or the contemplative journey"
477.800,478.500," and that is"
479.000,479.700," always"
480.200,482.300," a journey back a path back"
483.900,484.000," to"
485.400,488.400," the place that we actually never left anyway"
489.800,492.000," so it's a journey this said to be"
492.900,496.200," you know the most important journey of a lifetime and there's no journey at all"
497.500,498.000," just to"
499.200,500.400," where we have always been"
501.000,501.200," here"
502.800,503.000," here"
505.200,507.900," so let's do it now let's do the little journey"
509.300,512.700,"the little journey that isn't the journey or the huge journey that isn't a journey"
514.600,516.900," let's let's let's invite ourselves"
518.300,519.700," once again to"
521.700,522.400," to make"
522.800,524.000," that blessed"
525.100,526.000," pilgrimage"
529.600,530.500," bye going now"
531.500,532.500," and by"
534.400,536.200," and sometimes going a long way"
536.600,537.200," as well"
538.400,538.700," still"
540.000,540.900," going nowhere"
541.200,542.600," but what an enormous journey"
543.900,546.400," what a blessed journey what an important journey"
550.000,551.300," so there was set up in our"
552.300,553.600," meditation position which"
554.500,556.400," I and I can see many of you have already done"
557.400,557.900," but do it"
558.800,560.500," do it with a lot of flexibility like"
562.000,564.700," I've said this before but I want to reiterate it"
565.400,568.000," don't think that there's a hard line between"
568.800,572.000," kind of when I'm not meditating and now I am meditating"
573.000,573.600," that would"
574.400,577.300," that would be a a purely personal"
578.300,578.600," I mean"
579.200,582.200," kind of imagine and and self-created line"
582.700,583.900," really isn't a line"
585.300,586.900," because it's just about our"
588.600,591.700," meditation is only an opportunity to return"
593.000,596.000," to return our awareness to"
599.000,600.700," what's always been here anyway"
603.600,604.400," just coming back"
607.900,609.600," not really coming back to just"
609.800,610.500," noticing"
613.900,614.800," what's always here"
618.300,619.200," instead of"
620.000,621.500," very nature of our being"
624.100,625.000," so be"
625.500,625.900," gentle"
627.100,627.600," in the"
628.000,628.400," opening"
629.100,630.700," moments of meditation whatever you"
631.600,632.600," need to do to"
634.800,635.500," feel comfortable"
650.400,652.000," learning yourself he's into it"
657.700,659.800," if you're sitting upright see if you can"
660.800,662.700," yeah be balanced"
665.100,665.600," and very"
666.600,667.400," very relaxed"
669.000,670.500," we want the sense of"
672.500,673.200," you know like a"
675.000,676.900," a sand Dune as it's"
678.500,680.200," it's sort of perfect angle of"
681.000,682.000," of repose"
682.400,682.600," you know"
683.300,686.600," or angle of incline or whatever it's called I forget and the term"
687.600,688.700," but there's a natural"
689.900,690.800," slope"
691.700,692.400," that the sand"
693.800,694.900," comes to rest in"
695.500,698.000," we want something similar as if"
698.900,700.900," as if the body were a heap of sand"
702.400,703.400," and it knows"
705.600,708.100," quite spontaneously it's own"
709.400,710.400," center of gravity"
712.800,715.100," we're just allow it to find that"
719.000,719.700," and let everything"
721.500,722.300," everything kind of"
724.200,725.100," depend"
725.400,726.900," anh dang"
733.000,734.700," from that access"
744.800,745.300," I mean"
746.500,748.900," coming into the angle of repose"
750.900,751.600," all around"
757.200,757.600," data"
759.900,760.700," restful"
761.400,761.900," body"
767.300,768.000," and as we're"
770.000,770.900," coming into that"
771.300,771.700," check"
773.600,775.300," any areas that are not"
775.900,776.400," restful"
784.100,786.600," and now them to be present as they are"
801.100,802.300," let them being included"
804.700,805.900," what could be"
828.100,829.600," that jaw and throat"
830.300,831.300," be relaxed"
837.200,837.500," let"
837.800,838.200," and"
839.000,840.200," fingers be relaxed"
848.900,850.800," that shoulder and arms be relaxed"
867.700,868.300," and let your"
869.000,869.300," seat"
871.100,871.600," become"
872.400,872.800," heavier"
873.200,874.600," feel more pressure"
875.900,876.800," in your seat"
878.400,880.300," as the upper body relaxes"
892.700,895.100," just notice that you can really trust"
896.400,897.700," the seat beneath You"
900.700,902.200," it's not going to let you down"
1011.600,1013.100," really resting"
1020.100,1023.000," perhaps now sensing the whole of your body"
1025.800,1027.300,"as a warm field"
1038.900,1039.600," and"
1041.400,1042.700," perhaps now also"
1044.800,1046.100," being aware of the"
1046.500,1048.500," the space of Sound around"
1049.200,1050.100," all around you"
1054.200,1055.300," so there is"
1057.200,1058.900," the warm feel of the body"
1062.200,1063.700," and there's the space"
1065.500,1066.300," around it"
1070.600,1072.200," in which sounds arise and"
1075.200,1075.900," other things"
1085.100,1085.100," and"
1087.300,1089.100," a little invitation here is"
1090.200,1094.200," let them become one let them kind of fuse or melt"
1095.600,1097.400," and to just a single"
1099.600,1102.200," single gently glowing kind of"
1103.600,1105.800," hello ball of a awareness"
1106.300,1106.900," fear"
1108.000,1108.100," or"
1109.500,1110.600," glow"
1113.000,1115.800," like one awareness gently glowing"
1117.800,1119.000," through this"
1120.900,1123.500," field this area that stone"
1125.800,1127.600," of soft Sensation"
1348.200,1350.900," there's no need for things to be different"
1352.600,1354.700," there's no need to change anything"
1357.400,1358.000," where"
1361.500,1362.400," we're allowing"
1364.200,1365.600," things to be as they"
1367.800,1368.600," are allowing"
1374.400,1375.300," and then we"
1377.300,1378.700," we let ourselves"
1379.800,1380.500," taste"
1382.500,1383.200," allowing"
1388.000,1389.500," we let us ourselves"
1390.500,1392.300," experience what it's like"
1395.900,1396.800," to be simply"
1398.200,1398.700," allowing"
1404.800,1406.600," not opposing anything"
1411.300,1412.500," so even if there are"
1413.900,1415.400," places in us that are"
1416.200,1417.600," you know perhaps tight or"
1419.100,1421.000," perhaps have some kind of resistance"
1423.000,1424.100," here's an active"
1424.700,1425.400," in them"
1427.100,1428.500," we don't oppose them"
1429.700,1431.000," not in the least we"
1432.300,1433.900," we fully allow them"
1439.900,1440.000," where"
1441.400,1442.800," we're really releasing"
1445.200,1446.200," any opposition"
1449.200,1449.800," to anything"
1451.500,1452.000," right now"
1465.400,1466.000," my"
1467.300,1470.400," in my being a little radical in a certain way"
1472.400,1474.400," we might be more used to"
1477.900,1479.200," having certain kinds of"
1481.000,1482.400," opposition or"
1483.400,1483.700," at least"
1484.400,1484.900," control"
1486.700,1487.300," the way"
1488.500,1489.900," or habituated to"
1493.600,1494.700," but actually this"
1496.500,1497.800," kind of allowing"
1499.500,1501.500," is yeah radical"
1504.200,1507.500," is just letting all that"
1509.700,1512.100," kind of apparatus of control"
1514.200,1515.300," letting it be"
1517.900,1519.400," we don't have to get rid of it"
1519.500,1519.900," actually"
1522.200,1523.300," bizarre allowing"
1525.100,1526.400," can be more general"
1527.700,1528.800," even than that"
1532.700,1533.500," very simply"
1536.200,1537.400," oppose nothing"
1558.400,1560.500," and can be a way of"
1562.000,1564.000," actually letting ourselves be"
1565.400,1566.100," undone"
1574.000,1574.800," and it's okay"
1641.300,1644.100," it's okay because we're just"
1645.500,1647.600," releasing ourselves back"
1649.700,1652.600," into something that was always here"
1653.700,1654.300," anyway"
1657.800,1659.100," from the very beginning"
1670.300,1671.900," something timeless"
1688.600,1689.200," something"
1690.800,1692.100," immensely peaceful"
1725.700,1726.200," and think"
1728.200,1729.700," very light"
1730.200,1731.100," and easy"
1772.500,1773.900," something that isn't really"
1775.400,1776.000," a thing"
1780.600,1782.300," that's still seems to"
1785.400,1786.600," accept everything"
1787.300,1788.300," allow everything"
1792.800,1794.400," for the no demands"
1796.000,1797.500," it makes whatsoever"
1803.800,1805.000," no requirements"
1810.500,1812.100," it's an undoing"
1850.000,1853.000," assets some kind of universal allowing"
1983.100,1983.800," per"
1984.500,1986.900," if thoughts and feelings come up"
1988.800,1989.500," as 100%"
1989.900,1990.400," fine"
1991.700,1992.700," they're allowed"
1994.200,1997.000," if it helps you might just note yourself"
1998.200,1999.800," thoughts or thinking"
2003.300,2004.600," feeling emotion"
2014.100,2014.600," sometimes"
2016.700,2019.500," we're aware of particular body sensations"
2022.400,2024.600," you can just try labeling body"
2028.500,2029.000," sometimes"
2030.500,2031.800," we're aware of sounds"
2033.500,2034.200," you can label"
2034.600,2035.500," here in"
2038.700,2039.500," just as"
2040.400,2041.400," little reminders"
2041.800,2043.100," using"
2044.200,2046.300," labels just as reminder"
2050.600,2052.400," of what is"
2053.700,2054.400," arising"
2054.700,2055.000," and"
2056.100,2056.800," awareness"
