Start time,End time,Transcript
5.600,6.400,"good morning everyone"
7.800,11.700," welcome to septembar welcome to septembar 1st welcome to our third"
12.400,12.700," session"
13.300,13.600," of"
14.000,16.200," mountains the rivers and the great Earth I'm Luke"
17.000,17.800," I'm hosting today"
18.500,19.400," really happy to be here"
20.100,22.500," I'm hosting from instantly this California where I live"
23.900,24.900," with with joy"
25.200,26.700," in this easy like a Sunday morning"
27.400,30.900," if you could drop in the chat where you're tuning in from and a word of"
31.800,33.600," expression of how you're feeling"
34.500,35.300," read off a couple of"
35.900,36.500," the biggest started"
37.100,37.300," before we"
38.800,39.500," hand it over"
40.000,40.900," to Henry himself"
42.400,43.900," durango Colorado sunny"
44.300,44.800," nice"
45.800,47.000," first day of Fallin Albuquerque"
47.800,49.300," I'll meet and Bay area"
50.700,52.300," Santa Fe Sweden"
52.900,54.100," Devon UK awesome"
55.200,56.700," or comments so it's so cool to see"
57.300,58.100," Suffolk UK"
59.200,60.900," Rochester Minnesota wow"
61.200,62.100," I'm glacia"
62.900,63.200," beautiful"
64.300,64.600," Brooklyn"
65.300,65.800," fantastic"
66.300,67.600," without further ado or to Henry"
68.000,68.600," welcome everyone"
70.000,73.900," hey hi thanks Luke thanks everybody I'm just I'm just catching up to on these"
74.500,76.300," greetings from all over"
78.000,83.800," lovely to see Sweden and Devon UK and London and durango Colorado and"
84.800,88.300," hot Gusty sunshine and by the beach and keep biscayne"
88.400,88.700," cool"
89.500,93.400," and good morning from a sunny afternoon Galicia"
94.700,96.800," lovely lovely cloudy Brooklyn"
98.100,102.800," discrete smell of autumn in Warsaw so many questions so many leaves and under each Leaf despair"
103.800,105.200," I assume that's a quote from"
106.200,108.500," some poet Hamburg beautiful day"
109.700,111.900," okay- lovely Brooklyn Missouri"
113.200,115.200," cooler than 80 in Chicago"
115.600,117.500," seni and breezy just a wow okay"
118.300,120.600," Birmingham Washington Portugal Scotland"
121.700,123.600," okay fantastic we're all here and"
124.300,127.000," what coup did I see cool and dark and barley"
127.600,128.700," Jamaica here Sonny"
129.000,129.200," nice"
130.200,132.200," welcome singhal welcome everybody"
133.000,136.500," quadra Island I never heard of that one in British Columbia okay great"
137.200,138.000," I guess that's one of the"
139.800,142.100," I forgotten their names the sun one Islands or the"
143.000,143.200," anyway"
143.900,145.700," something like that oh hi"
147.000,151.300," Albuquerque blooming roses blooming what riotously"
151.900,152.500," fantastic"
154.300,155.200," ah so here we are"
155.700,157.900," on our fourth session"
158.900,159.900," on this um"
160.500,162.200," little sequins we've been doing"
162.700,163.100," where we're"
164.200,167.200," we've taken this phrase that actually it's a phrase from"
168.000,169.600," you know deep in the Zen tradition"
172.100,173.800," Mount is rivers in the great Earth"
175.500,181.300," it's got a particular resonance in the Zen lineage that I'm part of sambo zen because"
182.600,183.400," one of the Great"
184.000,186.100," 20th century masters in the lineage"
186.700,187.600," Cohen yamada"
188.300,188.700," who did this"
189.500,191.100," very calligraphy I have behind me here"
191.700,195.900," of the word shin which means both mind that it's commonly translated and means"
196.400,196.800," heart"
197.200,198.400," a single single"
199.400,199.900," human"
201.500,203.100," core of humanity that"
203.600,205.900," is not divided into mind and heart in"
206.900,211.800," the older Chinese view and Japanese as well and East Asian generally"
212.500,212.900," and perhaps"
214.200,216.800," Asian on Buddhist altogether some"
217.300,219.000," some heart of who we are"
219.900,220.800," shin you know"
221.300,221.700," um"
222.600,224.800," but he Cohen llamada had this"
225.300,227.000," great Awakening experience"
227.900,230.700," they're really profound experience"
232.900,233.700," single"
234.000,236.200," interestingly you know zen has this"
236.900,239.500," emphasis on the single experience that can"
240.500,241.800," be so transformative"
244.200,247.500," and other traditions are more progressive in their view"
248.300,248.800," of how this"
249.400,250.500," operation of"
252.400,253.200," how the how the"
254.200,254.600," how the"
255.100,256.800," process of Awakening happens"
257.600,263.400," and there's certainly a place for progressive and gradual cultivation as well and then"
264.000,264.500," very important"
265.200,268.900," in fact but still at the can be decisive moments"
269.500,270.900," and in his case"
272.300,274.700," in the case of coin yamada he was um"
276.000,278.500," he was on a train and he was contemplating"
279.400,280.300," a line"
280.600,284.300," that that a little quote from scripture the mind of wisdom"
285.100,286.300," is nothing but"
287.000,289.000," the sun moon and stars"
289.700,290.800," the mountains"
291.100,291.600," rivers"
292.300,293.300," and the great Earth"
294.700,295.400," and somehow"
296.300,298.900," Conan might have had this in his mind and he couldn't shake it"
299.600,301.900," he just kept it throughout this train journey"
302.600,305.200," I think it was commuting home he worked in a hospital"
305.800,306.300," he was the"
307.000,308.900," boss in a hospital in Tokyo and"
309.800,311.900," he was riding her as he did every day"
312.400,313.000," to"
313.600,314.200," kamakura"
314.900,316.200," where he lived"
316.900,319.100," and on the train this line just"
320.200,322.900," somehow wouldn't let him go or he wouldn't let it go"
323.900,328.400," I came and and and and he the mind of bright wisdom"
328.700,333.000," is nothing but the sun moon and stars the mountains"
333.500,334.000," rivers"
334.400,335.500," and the great Earth"
336.100,336.800," that actually"
338.200,338.700," somehow"
339.500,341.000," this thing this shin"
342.300,346.200," that we think of as being sort of in here whether it's chest or head it's"
346.800,349.900," or both it's you know think of it as being in the core of Us"
350.800,352.000," but this line is saying"
353.400,355.400," what that very core is"
356.200,357.700," is nothing but"
358.100,358.600," the sun"
359.200,360.900," moon and stars"
362.000,363.100," you know that are so"
363.400,366.500," manifestly it would appear outside of Us"
367.300,370.900," but actually that this shin this heart mind is nothing but"
371.300,374.400," the sun moon and stars the mountains rivers and the great Earth"
375.000,375.200," and"
376.700,378.000," and he he was just"
378.500,378.900," somehow"
379.800,383.200," to the lenses were almost aligned he was trying to get what this"
383.900,385.200," what is this mean and"
386.100,391.200," when home there were there were family friends staying actually in the house they had an evening together"
391.800,392.600," he went to bed"
393.500,394.800," and woke up"
395.300,396.600," boom in the middle of the night"
397.800,398.200," suddenly"
399.000,402.400," he just woke up I mean in the normal sense of the word out of sleep"
403.600,405.100," under the ordinary kind of sleep"
406.000,407.000," and in fact"
407.400,410.300," at the instant he woke up that way he woke up"
411.000,412.000," the other way as well"
413.100,414.900," and he suddenly realised"
416.000,416.500," that it was"
416.900,418.200," absolutely true"
419.600,422.300," what this this what this line was saying wasn't"
423.100,423.900," metaphorical"
425.000,427.800," Luke just a quick question have we got everybody muted"
429.000,432.100," and could you make me a co-host just in case"
432.800,433.600," double yes"
433.800,434.100," okay"
434.500,435.300," great um"
436.000,439.500," and you know he suddenly woke up and just realized"
440.000,441.800," what it was truly saying"
442.700,443.300," which was that"
444.400,445.600," this world"
446.300,447.300," he was perceiving"
448.600,448.900," had"
449.500,450.800," always been"
452.500,453.000," actually"
453.600,454.200," inseparable"
455.200,455.900," from who he was"
457.000,458.500," it was actually what he was"
458.900,459.400," he wasn't"
460.300,461.400," what it taken himself to be"
461.900,463.000," he was all of this"
463.700,466.300," and and he he said that"
467.600,468.600," it was a"
470.900,471.900," everything collapsed"
472.300,472.400," and"
473.100,474.200," crumbled and"
474.500,475.100," disappeared"
475.900,478.500," and out of that disappearance came a veritable"
479.300,479.800," hurricane"
480.500,481.200," of delight"
481.900,482.400," and joy"
483.200,484.300," and he couldn't stop"
485.900,486.900," banging the floor"
487.700,492.500," he says sat up and stamping and banging the floor think it's true it's true"
493.200,495.300," the ancestors haven't deceived me"
495.800,498.600," in a world it meaning that all this this long tradition of"
499.300,503.200," Buddhism and Zen and you know the the way these teachings have come down"
503.800,504.100," it"
504.300,506.000," was actually true"
506.500,509.800," and the purpose of all this practice that he'd then been doing for"
510.500,512.400," quite some time a couple of decades"
513.000,513.900," probably at least"
514.600,516.500," he suddenly realized that it was"
517.400,517.900," simply"
518.600,519.200," absolutely"
520.000,520.500," true"
521.500,521.700," and"
524.200,525.300," his family"
526.500,527.300," particularly his wife"
527.900,529.000," and then one of his sons"
530.200,535.200," well you know woken up very worried they thought he was going mad because he couldn't stop laughing"
536.100,536.300," and"
538.100,539.300," and he sort of"
539.900,544.700," he just couldn't be sort of brought back down to earth as it were"
