Start time,End time,Transcript
2.100,3.700,"which were the wind bl"
5.100,11.400," and on behalf of the original of team"
12.000,14.300," I want to welcome everyone of you"
14.700,20.000," and every part of every one of you to this Sunday Session with Henry"
21.100,26.600," whether you're with us in real time or watching the recording we're so happy you're here"
28.100,35.300," today we finish up a three-part series called doing an undoing exploring the factors of Awakening"
36.100,42.000," and I don't know about you but I'm excited to find out how Henri will unfold this theme today"
44.800,45.300," but first"
46.000,52.900," we'd love to hear from you so please drop a line in the chat telling us we're using in from how the weather is inside and out"
54.000,62.700," and if you'd rather not engage via the chat that's fine perhaps just take a moment to turn on gallery view and take in all these beautiful faces"
63.800,66.000," don't do this alone"
69.600,73.600," ah let's see so we have somebody in Tucson"
74.000,77.000," where it's 108 outside and cool inside"
77.500,79.200," common steamy and Brooklyn"
80.000,81.100," body day in Missouri"
81.800,84.300," move Valencia Spain sunny and hot"
85.300,86.200," Emmy and DC"
87.400,88.900," beautiful in the Azores"
93.500,97.600," unsettled and happy to be here I'm sunny clear Seattle"
98.800,99.800," funny London"
100.700,105.600," honey outside not so much on the inside in the Netherlands cool and Santa Barbara"
106.800,111.200," onion warm inside and out and Vancouver British Columbia"
113.600,115.700," lovely summer day in Albuquerque"
117.200,118.300," zooming in from Boulder"
118.900,122.400," outside warm inside like a windlass place"
124.500,126.800," I'm going to sit in that windowless place"
127.800,127.900," and"
129.700,131.200," this over to"
132.000,132.600," Henry"
133.400,135.600," hi Sarah hi everybody"
136.200,137.000," Sarah thank you for"
137.800,140.300," welcome welcoming us all in and thank you everybody"
141.600,142.300," for coming"
142.700,143.000," on"
144.100,144.700," into this"
146.000,147.000," what Valerie"
147.300,150.800," forceman roshi articles the zendo without walls"
151.700,153.200," this zoom space"
154.100,154.900," which is a kind of"
157.100,158.900," some sort of a similac room of"
159.200,164.600," in a way of what we might find happening in our sitting practice where"
166.800,168.400," there's this mysterious shift"
169.500,171.000," where we go from"
171.800,172.700," being caught up"
174.100,174.800," and"
175.300,176.400," identified and"
177.300,177.700," with"
178.600,183.800," our lives and and with what may be going on in our immediate experience inwardly and outwardly"
185.000,188.100," and kind of in some way fixated as a sense of self"
189.400,195.800," in a world that it has decided it knows how it all is and has its own particular filters on"
197.700,201.000," and I'm sure all of us have experienced this that at some point"
203.300,205.400," in many sit or in a rare sit"
205.900,207.800," this shift happens where"
208.700,209.000," um"
210.200,214.200," things can actually remain much the same"
215.100,216.300," but our relationship"
217.200,217.900," with them"
218.500,219.400," shifts"
220.200,222.800," and the nature of that shift is that"
224.200,225.500," when it's happened"
226.500,227.800," we're kind of okay"
228.300,228.500," with"
229.300,229.900," how things are"
