Start time,End time,Transcript
5.400,7.600,"hello everyone and"
8.300,9.500," happy Mother's Day"
10.200,17.700," I'm Sarah and on behalf of the entire original of team I want to welcome you to this Sunday Session with Henry"
18.300,21.900," today's theme is look into your own heart"
23.300,24.600," no matter who you are"
25.900,26.600," where you are"
27.500,31.100," how are you practiced we are so happy that you're joining us"
33.000,39.600," in a minute I'll hand you over to Henry but first we'd like to hear from you so please drop a line in the chat"
40.400,43.200," telling us where you're zooming in from and"
44.000,45.100," how is it now"
62.300,69.100," and let's see we've got Alice in from Santa Fe the river is running and all is well"
70.200,77.200," Albuquerque and no wind yay indeed oh my goodness now the Globe is spinning cloudy in Brooklyn"
77.800,80.500," copy and peaceful and San Jose California"
82.100,86.000," Azores healthy and warm heartfully warm"
86.600,92.400," zooming from stunningly gorgeous sunny Victoria Vancouver Island Tilly in Santa Fe"
92.600,94.000," birds singing in Wisconsin"
94.800,96.500," radiant grey and Houston"
97.600,100.900," beautiful spring day in Indianapolis warm in Jamaica"
102.800,106.500," in ravenel del camino in Spain beautifully sunny and"
106.900,107.700," calm"
109.000,111.500," Valley midnight with frogs stinging"
112.600,114.800," London Sonny and chili"
117.300,120.100," chestnuts are in Blu in Warsaw"
120.600,121.700," and thank you for that"
123.500,125.800," beautiful sunny day in the UK"
127.100,130.400," blue skies and White Clouds after a thunderstorm and Colorado"
132.000,135.100," all right so nice to hear from you all you can keep those"
135.800,139.600," keep those coming in and I am now going to"
143.900,145.400," turn this over to Henry"
146.100,147.000," Henry please"
148.100,151.000," help us look into our own hearts"
152.400,154.700," well I failed do my best but"
155.500,159.300," but but with the help"
160.200,161.300," with a lot of help from"
162.100,163.900," Great Masters who came before"
165.000,166.500," so welcome everybody"
167.400,172.000," I've been looking at these these chats it's really great to see everybody"
172.800,174.900," well to learn where everybody is once again"
175.900,179.200," Colorado Albuquerque Palo Alto"
180.000,183.300," Chester See Lucy a little gorgeous don't Phoenix and so on"
184.000,188.100," and I think they were so other chestnuts ya chestnuts in Seattle chestnuts in"
188.700,189.300," Warsaw"
189.600,191.200," Both In Bloom that's the lovely little"
192.000,194.200," thing to reflect on Enfield London"
194.900,196.800," sunny and peaceful and so on"
197.500,198.600," how great that we get"
199.100,199.100," to"
201.900,203.800," we get to set aside"
205.000,205.900," ourselves"
206.900,208.800," from from the the Stream"
209.800,210.500," from the current"
211.200,212.300," the momentum of"
213.000,213.200," our"
213.700,214.600," everyday activities"
216.200,217.200," you know we're not we're not"
218.900,222.100," we're learning to practice in them that's always been"
222.900,223.100," the"
224.700,229.200," the vowed aim of most traditions of practice"
231.700,234.200," but actually having time like this where"
235.200,237.000," you know we gather in the"
238.200,238.800," tangible"
239.400,239.900," space"
241.000,241.800," of this"
243.800,246.700," you know this this cyberzone that"
247.200,248.800," we're all in this zoom"
