Start time,End time,Transcript
0.100,2.900,"you"
4.300,5.500," welcome all"
7.200,8.100," I'm Sarah and"
8.800,16.000," on behalf of the original of team I want to welcome all of you to this Sunday Session with Henry"
16.900,22.700," today is part two of a three-part series called doing an undoing"
23.100,25.700," exploring the factors of Awakening"
26.400,31.200," and after part one earlier this month I imagine we're in for a treat"
32.800,40.300," in a moment I'll hand you over to Henry but as always we'd love to hear from you first so if you're so inclined"
41.100,41.700," please"
42.300,44.900," drop a line in the chat letting us know"
45.200,48.300," where you're zooming in from and how the weather is"
49.000,49.700," external"
50.300,51.200," and internal"
52.800,55.400," and if you'd rather not engage via chat"
55.900,57.800," with totally understand and in that case"
58.700,61.400," I encourage you to turn on the gallery view"
62.000,65.100," and take in the faces of the other folks"
65.800,66.600," in the zoom room"
67.200,69.100," this is a helpful reminder that"
69.900,72.000," we don't do this alone"
77.700,79.100,"good morning let's see"
79.600,84.800," we have Deborah from Santa Fe grey skies happy heart visiting my family"
86.100,92.600," Colleen from Jefferson City Missouri lovely day warm and sunny in Houston"
93.100,94.700," windy internally"
96.200,97.600," peace and warm from Brooklyn"
98.600,101.800," blue sunny Skies inside and out from the Denver Airport"
102.500,103.700," they travels to you"
104.500,106.900," dreamy weather and Hardy hello from Berlin"
108.100,113.100," normie Connecticut had tornado warnings here yesterday internal weather is calm"
114.300,115.900," the key to singing in Chicago"
117.000,118.300," the Victoria DC"
119.400,121.500," feeling a quantum and so is the weather"
122.600,123.700," the cherry time"
124.100,126.100," and the living is easy and worse"
126.800,131.000," cloudy and Tempe high from Hamburg Germany sunny wind"
132.500,135.800," Randy the night outside in Bali quiet inside"
136.900,137.700," oh man"
138.400,138.800," so many"
139.300,141.900," so many places represented here and so many"
142.700,143.500," states of"
144.500,146.700," whether and mind and heart"
147.100,148.700," really beautiful to see you all"
151.900,153.500," right I'm going to"
159.200,161.900," turn this all over to Henry now and"
163.200,163.700," thank you Henry"
164.700,165.700," okay thank you"
166.600,169.500," thank you Sarah I'm still just catching up on"
170.600,171.100," some of these"
172.200,173.200," chats"
174.300,179.100," yeah crying in Santa Fe everybody everything is welcome here that's the whole principal of"
180.000,183.000," original Love Actually as the program and as the reality"
183.400,184.600," of our lives is that"
185.400,186.600," there is there is"
187.700,189.500," something that welcomes"
190.200,190.400," all"
191.200,194.800," of us that welcomes all of us that has an intrinsic"
195.800,201.400," you know capacity to have offer a welcome that we can actually feel as humans and that's"
202.500,204.500," I mean it's a good place to start actually because"
205.300,206.500," that's why"
207.500,211.500," this kind of practice is worth it"
212.100,213.500," it's not just sort of"
215.100,217.900," philosophical exploration as it work"
218.200,219.300," it has the most"
220.300,224.000," profound and intimate and a media impact on our"
224.700,225.300," on our"
225.500,227.200," on our lives on on our"
227.700,229.800," closest closest sense of self in a"
232.500,233.000," and"
233.600,237.100," I was okay let me I'm going to just"
237.700,240.900," having said that I'm actually one of just a little introductory"
242.900,245.200," thing I just wanted to to say as we're"
246.700,252.100," threading through these 3 sessions on the factors of Awakening doing and undoing"
253.000,255.700," factors of Awakening just a little bit of a"
256.300,260.400," recap and sort of scene setting very briefly before we go into our first sit"
261.600,261.800," um"
264.000,264.500," doing"
266.000,266.600," and undoing"
267.100,268.100," doing because"
268.600,269.600," we do"
270.600,273.400," in a for this process to unfold"
274.000,275.600," then we'll get to what that is"
276.100,276.600," in a moment"
277.200,277.200," but"
278.400,284.300," for that to happen we need to do something on our side which is basically creating a context"
285.200,287.300," in which a certain kind of unfolding"
288.200,289.600," that we don't normally"
292.500,293.800,"uh think about or"
294.200,296.400," include in our human possibilities"
297.200,298.300," or make time for"
299.100,299.900," or space for"
300.300,301.900," a certain kind of unfolding"
302.400,303.100," that that is"
304.100,305.900," with this term Awakening and we're going to"
306.800,307.800," be exploring that more"
308.900,309.600," it needs"
310.600,315.200," something and what it basically needs is a bit of context a bit of space a bit of a"
315.600,315.800," little"
317.800,318.600," set aside"
319.000,319.800," zone"
320.800,321.800," where it can unfold"
322.700,323.600," and that's why"
324.300,325.700," basically we meditate"
326.100,329.300," because so that's our doing part we have to do that much"
330.000,331.900," the undoing side of it"
333.700,334.100," is that"
335.200,336.400," well there are"
337.700,341.400," meditation approaches that involve quite a lot of doing like"
342.400,343.500," do this do this do this"
344.300,347.600," then do this and this and then when x happens to y and when"
348.300,353.700," they happens to be and so on and they all have tremendous value and I believe in them myself I've used them"
354.400,357.100," many different kinds of methodologies and very very helpful"
357.800,358.600," and I love them all"
359.500,360.300," but there's also"
361.200,361.600," um"
362.400,364.600," two- aspects there of UN"
364.900,367.000," rather than doing one is"
368.300,370.800," what those great practices do"
371.700,374.400," in a certain way is undo us"
375.600,377.000," they have ways of"
379.600,380.500," untying"
381.500,382.000," there will not"
382.800,384.400," inside us that had been"
385.600,389.800," we thought very necessary to holding us together"
390.800,391.800," but we can find that"
392.500,395.100," actually wow we didn't need that after all"
395.800,396.400," and it's okay"
397.200,398.800," things don't collapse of fall apart"
399.600,402.900," and a certain kind of tension we've been unconsciously holding"
404.300,404.800," can release"
405.900,406.600," and we're still okay"
407.300,408.800," so that's one kind of undoing"
410.900,412.800," and the practice is do that to us"
413.800,415.500," and another kind of undoing"
416.200,419.100," is actually in the practice itself"
420.200,420.900," we just"
421.500,421.500," do"
422.700,423.300," less"
424.300,428.100," we actually can I mean this is there's various schools that"
429.100,430.700," include this as part of their"
432.200,432.700," whether"
433.200,434.500," of possible practices"
435.100,435.300," is"
435.900,436.200," not"
436.800,436.900," doing"
438.200,438.300," but"
439.400,440.300," really not"
441.200,441.400," doing"
443.900,444.500," UN"
447.100,448.800," the practice itself"
449.700,452.200," rather than being some kind of method of do this do that"
453.200,453.700," is actually"
454.600,455.200," to not"
455.600,455.700," do"
456.900,457.300," anything"
459.300,459.500," and"
461.500,464.700," you know some of you who are working with the app the way will know that there's"
465.200,465.900," a fair bit of"
466.900,469.400," the former kind of practice being taught there"
470.500,475.700," but gradually gradually it's about doing less and less and in this programme particularly"
476.300,478.400," you know that if there's a central method"
479.400,479.500," is"
481.200,481.800," undo"
482.700,483.200," not do"
484.100,484.600," don't do"
486.100,487.300," or simply do"
488.500,488.900," less"
489.700,490.300," all ways"
491.500,491.800," less"
493.900,494.000," and"
495.000,498.900," you know that opens up yeah I can open up so kind of vulnerability"
501.700,502.900," but it invites"
503.600,504.500," unexpected"
506.100,506.600," release"
509.300,510.300," and that is"
513.200,513.900," I would think"
516.000,516.300," I'm just"
516.900,518.000," flipping through some mental"
519.200,523.400," mental instances but I suspect that there is no"
523.800,525.000," cronico Awakening"
526.300,526.600," without"
528.300,528.900," release"
530.300,533.600," that every Glimmer glimpse hint hit"
534.800,535.600," or great wallet"
536.900,537.600," over wakening"
538.900,540.200," that you know I've seen people"
540.700,541.200," undergo"
543.000,543.300," is"
544.700,545.100," actually"
546.200,548.300," in a way nothing more that"
550.400,550.900," a release"
554.400,557.100," okay now why it's all worth it"
557.700,558.000," um"
558.800,560.500," we will get to as we go"
562.200,565.400," I'm very keen to start talking about it now but I won't be able to stop"
567.000,568.500," like so we're going to do our sit first"
569.600,569.900," and"
574.300,574.500," yeah"
576.600,579.700," so it just actually just before we begin I just do want to say"
586.100,586.400," you know"
588.300,594.700," all this all this all this stuff we're doing this Henry sharing stuff talking and the Sitting we do together and"
595.200,598.600," the whole body of stuff called practice that we"
600.000,602.400," open up in our our life if we do you know"
603.300,603.600," is"
604.300,606.900," actually it's in service is something so good"
607.900,611.100," it's about something so good so helpful"
612.100,613.300," for us humans"
614.600,615.900," you know it's really about"
617.800,618.800," coming back"
619.300,619.400," to"
621.900,624.400," a kind of intrinsic goodness"
627.300,628.400," about being alive"
629.700,631.200," and of course life has"
632.300,633.400," many things in it"
634.200,635.400," that don't seem good at all"
637.400,639.400," as well as things that clearly do seem good"
639.800,640.000," you know"
642.700,642.800," but"
644.600,645.200," finding"
646.900,647.700," a deep"
648.600,649.200," goodness"
650.600,651.800," in this very moment"
652.300,653.900," just in I mean not in"
654.700,656.900," sort of wider circumstances of the world"
657.600,661.000," not even in wider circumstances of our lives but"
661.600,661.900," right"
663.000,663.300," here"
664.200,667.300," now in this moment of existing"
