Start time,End time,Transcript
4.400,4.600,"home"
5.000,10.100," welcome to this Sunday Session with Henry shookman"
10.700,14.400," today's theme is the Royal Road of the breath"
17.500,27.700," I'm Sarah gustafson and I've had the Good Fortune to serve on the original of team as a facilitator movement teacher and mentor for the past couple of years"
28.500,31.500," and I'm delighted to be here with you now either"
32.000,35.200," live or via the recording"
36.800,38.000," and I want to begin"
38.700,39.500," by emphasizing"
40.300,42.000," that no matter who you are"
42.900,47.900," or where you are or what your practice experience or lineage may be"
48.700,50.700," you are welcome here"
52.800,61.000," and as always we like to begin by hearing from you and I see people have already begun doing this but feel free"
61.700,63.200," to drop in the chat"
63.800,65.400," where you're zooming in from"
66.200,69.100," and maybe a word or two about the the weather"
69.700,70.300," either"
70.700,72.500," external or internal"
78.500,80.200," and let's see"
83.500,85.000," oh we started with the"
85.400,88.700," Judith claudian soft in Santa Barbara"
90.000,90.700," Tucson"
91.100,91.800," Germany"
92.600,94.200," New York Boston"
95.100,95.700," Massachusetts"
98.900,100.700," Brooklyn"
101.400,102.000," Albuquerque"
103.600,104.700," Warsaw"
105.700,106.500," Santa Fe"
108.900,113.000," the Croix Minnesota durango and couver"
113.800,114.400," Virginia"
116.000,119.000," Oregon Florida Maryland"
119.900,121.800," the Azores Michigan"
123.000,124.200," Dublin Ireland"
126.000,127.300," the Netherlands"
128.500,129.500," Norway"
130.200,131.100," Switzerland"
131.800,132.900," oh my goodness"
137.000,139.900," so wonderful to see these greetings from"
140.900,142.100," all over the world"
147.500,150.600," all right so keep those coming in and"
155.700,156.600," I am going to"
158.000,160.300," turn it over to Henry now"
164.900,165.200," and"
166.300,166.900," Henry"
167.300,171.400," yeah oh please guide us down the Royal Road of the breath"
173.000,176.500," hello thank you so much Sarah and thank you everybody and great to be with you"
177.200,179.600," on this Sunday morning we've got"
181.000,185.300," wild to the allergy season here in Santa Fe because there's juniper's here that"
186.400,189.100," people people move here have never had allergies"
189.700,191.100," and when they get here to"
193.000,199.900," early late febuary early March Santa Fe that when the juniper start releasing this sort of it's like a yellow smoke"
200.500,204.100," quite beautiful actually that on a windy day you can see it's streaming off"
204.900,205.900," the juniper's and"
207.300,213.300," and but it's it's a wild it's a wild kind of energy that is very intense you know people"
214.000,214.300," people"
215.200,216.100," can really"
217.000,217.600," feel sort of"
218.500,222.900," much more than just the usual allergy symptoms of sneezing and"
223.400,224.300," eyes running but"
224.800,227.400," actually kind of gets inside your nervous system in a weird way"
227.800,228.000," and"
229.000,231.400," I've been suffering a little bit from it myself so"
232.200,237.500," I hope I'll be kind of clear enough I could feel like probably needed another cup of coffee actually"
238.400,241.900," a second cup of coffee rather strong this morning but we'll see"
242.700,244.500," what it's like to do this"
245.800,251.100," to share and be with you all and in us maybe slightly more kind of Cloudy state than"
252.000,256.000," a pollen clouded a yellow pollen cloud sort of enveloping my"
256.500,258.500," my brain and nervous system today"
259.200,264.200," but hopefully enough of what matters to us most in these sessions of what we're"
264.900,270.100," really doing when we come to Meditation and when we come to a meditation gathering"
270.800,272.900," what are we really doing it for and"
273.300,274.200," of course there's a"
274.800,279.200," multiplicity of avenues and approaches and angles that we might all"
280.000,285.400," have for why we're doing this and sometimes we don't even know very clearly that's fine too but"
286.200,288.300," even when we have a clear purpose"
290.800,294.700," is it actually possible to say that there's only one ultimate purpose"
295.300,297.600," of meditation that's something to explore because many"
298.500,303.300," many traditions might feel that it does have a fundamental purpose"
306.600,307.800," but is there such a thing"
308.100,308.600," who knows"
309.000,310.200," we can explore that"
310.700,312.700," as a wonderful thing to explore actually"
316.200,317.300," but I think probably"
318.100,318.300," on"
318.900,319.000," all"
319.700,322.800," levels of all angles of purpose"
323.600,326.200," we might say that there's something like"
329.300,330.500," our normal way of being"
332.200,335.900," some call it horizontal meaning that we're"
337.000,337.700," feeling like a"
338.700,340.800," an entity or being of some kind that's"
341.500,342.700," relating to the world"
343.300,346.000," in front of us to the sides of us behind us"
346.300,348.100," on a kind of horizontal plane"
349.100,349.800," and we're trying to"
351.700,353.000," negotiate it all"
353.400,356.300," in the way that we hope will work best for us"
357.700,358.200," um"
358.900,362.400," and also best for those that we care about most"
365.000,365.900," whereas"
366.900,367.900," in all cases"
368.600,372.100," however we frame this ore or view this or whatever we think it might be"
372.800,375.900," there's also a kind of vertical axis actually"
376.300,377.000," operational"
377.700,379.300," that we might not notice"
380.400,381.100," and that"
381.600,381.800," is"
382.800,385.700," you know we can understand that in various different ways"
386.700,388.900," but some kind of interruption"
390.400,391.600," of our horizontal"
392.700,393.000," journey"
393.900,394.400," whereby"
396.200,398.600," something amplifies our sense of things"
399.300,399.900," gets deeper"
401.400,402.400," or broader or"
403.300,404.000," ampulla"
405.200,408.200," that somehow what what what our life is"
409.200,410.100," is not just"
411.000,411.600," a linear"
412.100,412.400," thread"
413.600,414.500," it's not just a"
415.500,416.100," you know a"
418.300,419.500," sort of target practice"
419.800,421.400," as it were it's not just that"
422.300,423.000," there's something"
423.700,424.200," happening"
424.800,426.200," already right here"
429.600,431.000,"that's got a vertical"
431.600,433.100," sense to it meaning deeper"
434.100,435.600," and possibly higher I don't know"
436.400,436.800," you know but"
437.300,438.000," not just"
440.700,443.200," travelling in a certain Direction instead"
444.000,445.200," just by being here"
445.900,447.500," there's an there's an amplitude"
448.900,450.700," that if we're still"
451.900,455.600," or that's not the only practice but our practice is being still meditation"
456.000,456.700," if we're still"
457.500,459.500," we can find that we open up"
460.600,462.600," and so what had seen to be"
465.200,466.900," the one and only ground of life"
467.500,470.800," turns out merely to have been a certain kind of surface"
472.200,473.200," and we can actually"
474.700,476.500," somehow drop below that surface"
478.600,478.800," so"
480.100,480.500," ah"
480.900,481.200," now"
481.700,483.000," coming to the theme of the day"
483.600,485.800," I have to make a rather"
487.000,491.100," slightly apologetic announcement that this shit the theme is actually shifted a little bit"
491.700,491.900," and"
493.400,500.900," it needed to for reasons I don't fully understand but it has it's it's the we're going to be looking at the breath but we're also going to be looking at that"
501.600,502.600," the core"
503.700,504.400," part of Us"
505.200,506.300," that every breath"
506.900,507.900," experientially"
508.500,509.500," seems to pass through"
510.600,512.300," namely this heart area"
513.400,515.600," every breath is an inspiration"
516.600,518.100," through the heart area"
519.000,520.000," and an expiration"
520.900,522.100," through the heart area"
523.000,523.600," it travels"
524.100,524.800," back and forth"
525.900,526.200," to sort of"
526.900,527.600," irrigating"
528.700,531.000," and expanding and then"
532.600,534.300," emptying and releasing"
535.100,537.800," through the heart area the heart area so"
538.400,539.600," actually we're going to be looking at"
540.500,541.200," Kinder"
542.000,542.800," that area"
543.300,545.300," you know above all because it's the most"
546.300,551.600," maybe the most important thing that that we have possibly is to really get to"
552.200,552.300," be"
553.000,554.400," friends with"
555.300,556.200," this heart area"
556.700,557.000," is what"
557.800,559.400," can turn the life around I believe"
560.400,563.500," and and do exactly the kind of deepening"
564.300,565.000," that I was talking about"
566.300,568.900," don't exactly what the word deepening but"
569.500,570.300," opening to"
570.900,572.900," a different axis than just the horizontal"
575.500,578.500,"okay so that's a bit of a of a little"
580.500,581.500," juniper"
581.900,582.500," dude"
583.400,584.700," scramble"
585.300,586.800," scrambled egg introduction you know"
588.000,588.100," and"
589.500,589.600," yeah"
593.300,596.000," oh so there's an audio issue I didn't know hold on a sec"
605.800,606.600," okay let me see"
608.100,609.000," okay now has that"
609.300,613.000," improved those who are having sound trouble yeah somebody says fixed"
613.900,614.600," okay"
615.400,616.700," okay great great okay"
617.800,619.400," I think I know what it was um"
620.600,621.100," my apologies"
622.700,625.500," it was there actually a issue with hearing what I was saying"
626.500,628.900," do I need to repeat what I think you could all okay"
630.200,630.400," okay"
631.000,632.500," well let's go into our first set"
636.100,636.200," yeah"
636.800,637.400," that's some"
638.900,639.800," that's come into"
642.200,642.900," a comfortable"
645.600,646.200," seated"
646.600,646.900," position"
651.200,651.900," let yourself"
652.400,654.800," come in gently you know in other words"
655.700,656.400," invite"
656.900,659.000," your yourself to be moving"
661.400,662.200," towards stillness"
663.200,663.700," to kind of"
664.600,665.600," whatever you need to do"
666.500,670.600," in terms of just a little bit of body adjustment or flexing a spinal or whatever"
