Start time,End time,Transcript
3.000,8.200,"good morning everybody welcome to day two good morning everybody online"
8.900,9.400," and everybody"
11.000,11.800," online in"
12.300,14.000," person here in the DC area"
14.400,16.000," if you weren't here yesterday my name is Luke"
16.600,19.400," I'm going to start us off with a little bit of embodied movement"
20.200,23.000," a little bit of brisk light movement so I would say stand up please"
24.700,30.100," just be mindful of your neighbor's and give a little bit of space if you can't we have space you guys can kind of spread out if you'd like"
32.900,36.600," and yesterday we started with this today we'll do the same thing of"
37.100,42.400," very simple like put that put your hands on your hips for a moment look down at your feet step your feet about his wiser hips and just"
42.900,45.800," begin to let the weight displace from foot to foot"
46.400,51.300," and if it feels okay for you you can spread your toes open as you plug down into the four corners of both feet"
52.200,54.900," and then you can put your arms down by your sides and just a little bit of shaking"
55.500,59.400," just kind of like here just kind of grooving in place let's put what's called that"
59.900,63.900," and then we'll get into smooth breathing exhale together through your nose"
65.900,68.300," good and then circles with your wrist inhale through your nose"
70.500,72.400," good and then exhale and begin the bounce"
74.600,75.500," just let the"
75.900,81.500," breath become apparent in the way that you're moving gently from your feet to your knees and letting that"
82.000,83.500," vibratory movement happen"
83.900,88.700," you might feel this up to your armpits Your Collar bones write your face super relaxed your head can just kind of wobble around"
90.700,91.500," and notice how"
92.300,94.800," in time we're going to do this for about three minutes"
95.500,96.800," to start this simple bounce"
97.500,101.700," if you want to intensify it I'll tell you something that you can do and in"
102.300,104.700," a moment of instruction but just pay attention to breathe"
105.300,106.800," pay attention to tension"
107.500,107.700," and"
108.300,109.900," softened both breath and tension"
112.400,114.100," so funny this gentle movement can"
115.400,118.300," be replaced where we can observe default in doing"
118.700,119.300," in efforting"
120.000,121.700," so just finding us"
123.700,127.300," and what I find is interesting in this kind of an opening"
127.900,132.800," the breath becomes kind of a staggered motion in the vibration through the knees and the body like"
141.100,141.900," you can do that of your mouth"
144.200,146.900," notice how it comes really together we then with your mouth"
148.700,149.900," and breathe out your mouth"
151.200,153.700," really good feel this pathway really well your mouth"
155.200,156.200," breathe out with your nose"
156.900,160.300," and then breathe in and out and then whatever mouth or nose feels best for you"
160.900,164.300," and if you want to intensify the way this feels you can lift your heels"
165.600,167.900," and you'll feel this all the way up in your eyes"
170.600,171.500," waving to my brother"
172.100,174.500," is here with us today which is a great great joy"
174.900,175.600," and I'm here"
180.300,182.100," and of course all my other brothers and sisters"
186.900,190.200," so just notice that a little bit more rigor happens through the body"
190.800,195.800," as you lift the heels really moving from the bomb and your feet with maybe a little bit more of a bend in your knees"
196.600,198.400," you know we're into like two minutes right now and"
198.800,199.300," I find the"
199.900,201.200," the juice of this"
202.200,206.500," very simple chi Kong bounce opening happens becomes observable through breath"
207.300,209.800," and through also um the end of it which you'll get"
210.300,211.300," rotate stuff in it in"
211.900,214.500," less than a minute so lift your heels now and really let this"
215.200,216.700," thug be felt all the way up to your eyes"
223.000,226.000," giving the whole building the sense that there's a earthquake happening"
227.300,229.100," we're not in California so they wouldn't take that"
230.600,233.300," so arms like ropes really just kind of easy shake it"
234.000,237.000," and maybe do another lifting of the heels like 20 or 30 thuds"
238.500,238.900," with breath"
244.500,245.900," feel the back of your head relax"
247.100,247.900," back your jaw relax"
249.000,251.700," take them two more breaths with lifting of the heels"
253.500,254.100," up and down"
256.800,257.400," one of my breath"
259.900,265.300," and let the heels come down but keep bending the knees and take you my breaths with just the bends and you just make the bounce softer"
267.900,269.800," make the bread softer and quieter"
272.100,272.600," breathe out"
273.400,274.700," and through your feet stop"
276.100,278.000," and then breathe up from your feet and feel that"
279.600,280.400," smoothness now"
281.600,284.100," really this like and bought this arriving in your own body"
286.300,289.200," and so just For A Moment Like fill your bones and feel your flesh"
289.800,290.400," feel the ground"
291.200,293.300," feel your feet almost spreading down into the ground"
293.700,294.700," really from your naval down"
296.700,300.000," and from your naval up through your spine is there your spine was a string"
300.700,302.200," and your head was a healing bl"
304.000,304.600," and gravity"
305.200,305.900," you know kind of like"
306.900,307.800," this evening yet right"
309.500,312.800," okay so just very gentle feel your feet and your hands"
313.400,314.600," both kind of dropping"
315.700,317.000," into gravity on an exhale"
317.700,320.400," and then simply from your feet lift your hands up"
321.300,322.200," slowly as you breathe in"
323.000,324.400," it might take a couple breaths to get up here"
327.100,332.500," and so let the bones of your arms do the lifting and let them muscles in your hands all the way through your"
333.300,337.600," arms and down your torso down into your feet do the dropping take a breath in"
338.100,338.900," up through the bones"
339.800,341.100," and out down through the feet"
342.400,342.700," good"
343.300,344.500," and you can bring your hands together"
345.600,348.400," so just a little bit more muscle action as you take your hands up"
349.400,350.100," and you can look up"
351.000,353.400," good and then we'll let the arms come down just like this"
354.800,357.700," so just turn your thumbs out to the sides as you breathe in and look up"
359.400,361.000," and then spin your thumbs in"
361.800,363.800," relax your arms and drop your chin down"
365.100,366.000," just let this happen"
366.600,367.600," in your upper neck"
368.500,371.500," just like your hands are dropping towards your knees bend your knees a little bit"
372.200,372.900," breathe"
374.800,379.300," and then route from your feet when you breathe in slowly from the ground come back up"
383.200,387.600," and then just mindful of your neighbor Arms out to your sides when they get to about as high as your"
388.000,389.400," heart turn your hands up"
390.100,392.600," come all the way up and just grab your opposite elbow"
392.900,393.500," my default"
394.300,396.500," right in fact pull the elbow skin up if you can"
396.900,399.200," notice this is this is common head goes down"
400.100,404.300," so ears behind the arms find your breath here and drop your shoulders relax your face in your jaw"
405.000,406.000," then you need just a little bit"
407.100,407.500," take a breath"
409.400,411.200," good and look at this go"
411.800,414.400," and when your arms get to where they are shoulder I just let go"
415.000,415.400," Shake"
416.200,418.700," and then just stand again gravity and Point C"
419.700,421.600," and then we'll do that one more time breathe out"
422.700,423.800," breathe in and reach Up"
424.700,427.600," and this time grab your opposite elbow so feel different"
429.500,429.800," good"
430.200,433.100," and if you need to you can kind of like wag your hips a little bit and sit down"
434.100,434.700," bind your breath"
436.500,440.200," and just see how it feels to breathe into the bottom of your lungs and the back of your lungs"
443.300,444.300," and then stand up"
444.900,445.900," bring your arms down"
447.200,447.800," drop them"
448.400,448.600," but"
449.000,452.400," this just makes circles with the head maybe 10 times I'm One Direction"
456.700,458.100," stay with that soft breathing"
458.700,459.300," and then the other way"
466.100,467.900," and then from the head you can sort of in the news"
468.400,469.900," and we just do this little bounce out again"
470.900,472.300," let's put a little bit more Thick of the hands"
472.900,475.700," and we'll take a couple rigorous three rigorous breaths nose in"
477.400,478.100," and a hot sound"
479.500,480.500," really good again"
484.200,485.900," softer bouncing one more big breath"
487.100,488.800," and a softer quieter sound"
491.500,493.100," welcome every Friday thank you"
494.100,494.300," Henry"
498.400,501.000," okay oh man thank you thank you so much Luke"
501.600,504.400," yeah good morning everybody great to be with you thanks for being here"
506.600,507.600," I've ever had a good"
509.500,512.700," either live or restful or whatever was evening"
513.700,514.300," nutritional"
514.600,515.500," as well I hope"
515.900,517.600," we had some insane"
520.000,522.500," rotisserie Argentinian chicken I see that"
523.300,525.000," apparently with a staple of Luke's family"
525.900,527.000," in his youth called"
527.900,529.900," crispy and juicy if you haven't"
532.800,534.600," if you guys haven't been there oh my gosh"
535.900,536.600," it's so good"
538.800,539.600," anyway here we are"
540.700,541.000," right now"
542.500,543.700," we've already had a day"
544.200,545.200," most of us of"
546.200,547.200," doing this"
547.900,549.900," beautiful thing of basically"
550.600,550.900," is this"
552.000,552.300," yeah"
553.000,556.600," doing the beautiful thing of basically not doing"
558.500,559.700," you know interrupting"
560.600,562.400," the ordinary flow of"
563.500,563.900," of doing"
564.500,565.900," constant doing and then we come"
566.400,569.900," and we don't do we gather we actually get together to do"
570.800,571.200," not doing"
572.100,573.700," we get together to not do"
574.500,576.500," and what's the beautiful thing about not doing"
577.500,580.200," the really valuable thing about not doing it's not just like"
580.800,589.500," hey let me just disengage for a bit and be aware of what my life actually is because I'm not so caught in everything that I do and all the"
590.100,593.100," outward Focus that I ordinarily have it's not just"
593.900,595.000," to disengage"
596.000,596.400," from doing"
597.500,597.600," the"
598.100,602.700," even the best part of the not doing is actually"
603.900,604.200," being"
605.100,605.800," UN"
608.700,615.400," that's why not doing is valuable not simply yes initially it's valuable because we're simply not"
616.200,619.300," solely focused on the doing doing which which"
620.100,625.700," is you know we got to do things we got project we got relationships and all that's good and we're trying to help the world in the various ways we do"
626.400,627.300," great butt"
628.100,630.200," we're not supposed to miss"
632.500,634.200," the best part which is actually"
634.900,637.200," the Bare fact of existing"
638.400,639.700," the father we're given"
640.400,640.700," this"
641.300,641.600," moment"
642.200,642.400," to"
643.100,645.800," exist and experience it"
646.600,648.900," it's so easy to miss that"
649.900,651.100," but it's the Greatest Gift of all"
652.200,652.900," and it's not"
653.400,653.900," permanent"
654.700,657.600," you know it's it's you know the exists in this form"
658.200,661.300," as this consciousness that's aware that's experiencing as we are"
661.700,662.400," it's not"
662.900,663.300," actually"
664.300,666.200," a hesitate to say this but it's not forever"
666.500,668.500," okay so it's a gift that we're given"
668.900,672.400," and it's not that easy to unwrap it because we're so caught up in what we do"
674.600,675.700," and it's not forever"
676.300,680.800," we don't have forever in which to unwrap it now the reason I hesitate to say the forever part because"
681.900,686.200," it's a little weird when we really do receive this gift of just now"
686.700,688.500," and we do experience it"
689.600,692.600," in its in its it's in its fullness"
692.900,693.500," actually"
694.200,696.200," there's some weird way in which"
697.100,697.300," this"
698.100,698.700," very moment"
699.800,701.300," is actually kind of"
704.100,704.800," full of"
705.600,706.300," Eternity"
707.500,708.300," so so that"
708.700,710.500," it's a bit of a paradox because"
711.400,712.400," it's only this moment"
713.300,716.400," but when we really discovered that we are"
719.300,722.700," participants in this moment we're part of"
723.800,725.000," this moment then"
725.900,726.300," basically"
727.000,727.600," time"
728.500,729.100," essentially"
729.700,730.300," stops"
730.700,734.200," and the reason time stops is that we realize that moment"
734.800,736.900," that time was only ever an idea"
738.500,741.900," it was a one of those constructions that are going on in our minds making"
742.500,742.800," us"
743.300,744.700," experience filter"
745.500,748.300," the world in the ways that we do but it's actually just"
748.900,752.400," it's nothing more than an idea basically clock time is an idea"
753.200,754.500," it's a useful idea and we're going to"
755.300,762.100," you know meet and stuff like that and everybody's got to be there at the same time we can't have a meeting and was useful but it's only an idea"
762.800,765.000," it's not a real thing the only real thing"
765.600,768.400," as I saying yes it really is only one teaching"
769.300,770.100," and it's now"
770.600,772.700," it's just now because they're real thing"
777.800,778.100," is now"
778.600,779.000," and the"
780.800,781.700," to find it"
782.200,783.600," to really find it we don't"
784.500,787.100," we we don't only stop doing"
788.700,789.400," we let"
790.200,790.800," ourselves"
791.200,791.700," somehow"
792.600,792.900," be"
793.500,794.100," and"
794.300,794.600," done"
795.700,797.200," it's an undoing"
798.800,800.000," it's like there's a knot"
802.500,806.000," and some invisible hands come in and they UN"
806.400,807.000," tyre"
808.600,811.500," and the invisible hands are actually just this moment"
812.600,813.800," when we settle"
814.300,815.000," and stop"
815.700,820.200," our ordinary outward orientation and and do do do do do"
821.100,824.600," act act upon the external world when we stop that"
826.700,828.900," the invisible hands of this very moment"
829.700,832.000," and I'm talking about weirdly today but let's see how it goes"
832.600,835.000," the invisible has a different moment come in"
835.400,835.900," and they"
836.400,837.600," untie"
838.700,839.100," the knot"
840.200,841.900," they undo us"
843.000,844.700," or what happens when we're undone"
845.400,846.000," well let's see"
847.300,847.600," we'll see"
848.700,851.000," but it's what this whole strange Project"
851.800,853.200," of meditation"
853.700,857.000," somebody asked what is meditation yesterday how do you define meditation"
857.800,861.200," and I I wasn't it wasn't quite in the place to really address that question"
862.000,864.400," at that moment but meditation is is"
865.800,866.500," the act"
867.100,867.800," that isn't an act"
868.200,869.600," of being undone"
870.600,871.300," as sitting"
872.300,872.600," still"
873.200,873.900," and quiet"
874.500,875.100," and letting"
875.700,876.300," quiet"
876.800,881.000," come because you know I'm convinced there's a great ocean of quiet"
881.500,882.200," always here"
882.900,885.300," and it's ready for us to start to recognize it"
885.600,888.000," and when we do it undoes us"
889.200,889.800," and we just"
891.200,892.100," we we stop"
893.300,895.300," the story of who we think we are"
896.100,897.600," it just gets into rupt it"
899.500,901.900," and it's very nice it'll be waiting on the shore"
902.300,903.600," for us to pick it up again"
904.400,905.000," if we want to"
907.300,908.000," but for a while"
909.500,910.500," we can be free of it"
912.700,913.900," we can be free of it and"
914.700,916.900," it's actually the great gift"
918.200,918.600," is to"
919.900,922.200," is to be undone and to stop being"
923.000,923.800," the me"
924.600,925.000," that I think"
925.800,927.500," I am is you know this me this"
928.200,929.700," always it work there's a lot of"
930.300,933.300," conversation yesterday about you know how do I find this at a"
933.600,937.100," how do I get this how do I get the piece that's promised in these practices and"
937.800,939.100," I want to get it and"
939.700,941.300," the whole paradox of it"
942.100,948.500," is that you actually on the one hand yeah we train and we can pick up skills and we can do these things that help us that's"
949.000,952.400," one of these wheel tracks I was talking about yesterday on the kart track"
952.900,953.800," but the other one"
954.300,954.500," is"
955.300,958.400," it's like actually you don't have to get"
958.900,959.300," anything"
960.300,961.500," you don't need any skills"
962.200,964.300," you don't need any training you don't need any"
964.600,965.100," path"
968.100,969.400," it's already here"
970.500,971.700," you know and it's actually already"
972.900,973.100," not"
974.100,976.600," around you but it is actually you"
978.600,980.900," it's actually you know what we ourselves are"
982.000,983.300," is what we're"
983.900,984.400," looking for"
985.900,988.200," but the one who's looking can't ever find it"
988.900,990.500," because the one is looking is already it"
991.400,992.900," and it was it who was it Saint Francis"
993.600,994.500," what you're looking for"
995.400,996.300," is the thing that's looking"
997.300,1000.500," is the thing that what you're looking for is the very thing that's doing the looking"
1004.100,1004.300," okay"
1004.900,1006.200," let's let's do some"
1008.200,1009.600," let's do some not doing"
1010.500,1010.900," and let's"
1011.700,1014.000," let's let's let's let's let's let's see how"
1015.300,1015.900," ready we are"
1017.300,1020.600," without any trying you can't try with this but to be undone"
1021.400,1022.300," you can't make"
1023.100,1023.800," undoing"
1028.000,1030.500," because it's not it's not about doing anything okay"
1030.900,1031.700," so we'll have a sit"
1032.600,1035.200," 20 25 minutes I'm not sure exactly we'll see how it goes"
1036.000,1037.200," so get get comfortable"
1073.200,1073.800," so you might have"
1074.800,1075.100," eyes"
1075.500,1075.900," closed"
1076.300,1077.100," let's give it"
1078.100,1079.800," you might have eyes closed or you might have"
1081.100,1082.900," eyes eyes open and the gaze lowered"
1087.900,1090.600," you know we've we've basically want to be still"
1091.300,1092.900," so find a comfortable position"
1094.000,1101.200," if you do need to move of course you you must please do move don't hesitate if you feel uncomfortable to change position"
1102.200,1102.700," the only"
1104.000,1108.500," pointer is to do its little slower than you normally would"
1109.700,1111.300," so that you can stay aware of"
1111.700,1114.000," moving as you move if you move"
1154.800,1155.900," so let's start by"
1157.600,1157.800," finding"
1159.500,1165.000," our body coming in and arriving coming into the body being aware of the body"
1166.600,1170.200," you might want to just sway a little bit from side to side"
1170.700,1171.400," very gently"
1177.000,1183.000," or so if you're if you're sitting with a free back you can rock gently forwards and backwards a few times"
1187.400,1193.100," and as you're doing that or if you're sitting with a supported back just sitting still at while we're sitting here"
1194.700,1197.500," check that your head is really in a comfortable position"
1198.700,1199.700," between your shoulders"
1202.500,1204.700," you might find as comfortable to"
1206.000,1208.600," to slightly elongate the back of the neck"
1209.500,1210.900," it's lightly tuck the chin"
1211.600,1212.700," just Explorer that"
1214.200,1215.300," see if that's good for you"
1219.400,1221.300," then we are going to relax the jaw"
1223.300,1224.100," that in the jaw"
1224.900,1226.200," kind of slide"
1227.200,1229.000," a little bit down and Away"
1232.000,1233.100," a millimeter or two"
1239.200,1243.600," and right there that might bring a certain release into the whole body"
1244.800,1245.700," we carry"
1246.400,1248.100," a lot of tension in the jaw"
1250.400,1251.400," really let it go"
1253.700,1255.700," imagine there's a soft pillow"
1257.400,1260.600," just underneath your chin that your jaw can rest on"
1267.000,1268.500," peel what it's like to let it go"
1273.200,1276.100," you can perhaps find that the tongue also"
1277.400,1278.200," relaxants"
1284.400,1287.400," tongue is busy with a lot of micro muscles"
1289.400,1291.100," that it go let it rest"
1298.200,1299.900," let's shoulders arms and hands"
1300.900,1301.700," be limp"
1303.300,1304.100," totally limp"
1310.700,1313.700," at the chest go let it be soft let it be warm"
1315.800,1316.500," Slack"
1318.100,1318.700," let it go"
1324.300,1326.300," diaphragm and belly"
1327.700,1328.800," let them be soft"
1330.900,1331.600," warm"
1337.500,1338.100," whole body"
1341.400,1345.800," with a glowing warmth spreading through it right down the legs into the feet"
1350.200,1352.000," shoulders Arms hands again and"
1353.300,1356.100," all through the torso warm glow"
1357.300,1359.300," spreading up into the back of the neck"
1360.800,1361.300," the head"
1362.900,1363.300," face"
1365.600,1367.700," eyeballs in their little cave"
1370.100,1370.500," so soft"
1375.000,1375.700," nose and"
1376.400,1377.700," sinuses and cheeks"
1381.500,1383.300," lips gums tongue"
1388.000,1389.700," Everything pervaded by"
1392.400,1394.300," soft warm glow"
1401.000,1403.800," kind of endemic native actually to the body"
1416.200,1420.000," now we can notice that we're enveloped by the soundscape"
1437.100,1440.100," so you might really sense this here's this body"
1442.600,1443.400," and here's this"
1445.000,1445.300," kind of"
1447.100,1448.900," wrapping counter- pain"
1449.100,1450.100," I did down of"
1451.600,1453.700," townscape in developing the body"
1492.600,1494.900," and you might just check in is there"
1495.900,1499.100," some sense that you need to do something"
1501.000,1502.400," there's some sense that"
1504.000,1505.400," you have to try to"
1506.100,1508.200," do something or make something happen"
1509.000,1509.900," as we're sitting here"
1521.900,1524.200," and if you think there might be then"
1525.400,1527.700," see if you can kind of locate it"
1528.600,1529.900," perhaps somewhere in your body"
1532.300,1536.500," it might show up for example in the chest area just check it out"
1540.000,1543.500," that something needs to happen or the something you need to do"
1545.500,1547.800," or there's some right way to do this"
1555.900,1557.800," and if you're not finding anything like that"
1558.700,1559.500," fine and good"
1560.100,1560.900," and if you are"
1563.200,1564.600," see if you can really"
1565.800,1566.600," welcome it"
1568.200,1570.100," allow it to be a rising"
1572.700,1573.500," welcome it"
1577.800,1578.900," and so sort of love it"
1581.800,1584.200," that if feel recognized and acknowledged"
1612.400,1614.000," when allow it to be present"
1618.200,1620.500," as you also allow"
1623.600,1625.400," the sensation of the body"
1626.500,1627.300," to be present"
1632.600,1637.000," and as you're allow also the soundscape all the sounds that are rising"
1637.800,1639.100," to also be present"
1680.300,1682.500," once again relaxing the jaw"
1682.800,1683.600," and the throw"
1686.900,1687.500," tone"
1688.000,1688.700," shoulders"
1765.100,1766.900," if you can really taste"
1767.200,1768.200," being still"
1770.300,1771.500," what it's like to be"
1772.800,1773.400," still"
1787.400,1789.500," or even what it's like to taste"
1790.500,1791.400," dil nest"
1792.500,1794.600," that there is a stillness"
1798.100,1798.900," as present"
1842.000,1843.600," can we detect the"
1844.600,1846.800," yeah there's body sensations"
1850.200,1851.000," there's the sound"
1851.400,1852.300," sound feel"
1855.200,1856.800," and there's also"
1858.800,1860.200," a kind of presence"
1862.000,1863.200," and awareness"
1867.200,1869.100," still quiet"
1870.400,1871.200," awareness"
1919.300,1920.000," if that"
1920.800,1922.600," sense of awareness is not"
1922.900,1924.800," clear to you that's just 100%"
1925.300,1925.800," fine"
1928.400,1929.000," see if you can"
1930.700,1931.400," just listen"
1933.300,1934.500," and be with"
1939.200,1939.800," sounds"
1943.000,1944.900," and sense the whole body"
1947.200,1948.500," and be with"
1951.100,1952.400," a sensations of the body"
1953.700,1954.800," without doing anything"
1956.500,1957.900," just be with"
1959.500,1960.400," your experience"
1967.800,1970.800," and if you are getting some sense of"
1972.100,1974.300," awareness as something you can"
1975.800,1976.600," detect or"
1977.600,1978.500," or be aware of"
1980.400,1981.400," be with that"
1982.700,1983.800," and don't do anything"
2010.500,2013.800," what is it like if they're just isn't anything"
2014.700,2015.200," to"
2023.600,2024.800," get just be"
2049.800,2051.100," with and what's it like if"
2052.500,2053.600," there isn't anything to do"
2056.700,2058.500," they're really isn't anything to do"
2062.200,2063.100," just be"
2148.600,2150.600," really we're just resting"
2161.200,2161.900,"being"
2167.400,2168.300," a"
2173.900,2174.600," not doing"
2191.400,2192.300," sensing"
2199.500,2200.300," receiving"
2240.000,2242.900," if thoughts come up which they"
2243.600,2246.100," may do at times just welcome them"
2247.000,2248.100," receive them"
2249.900,2251.800," acknowledge them note them"
2253.100,2255.800," talk in the mind or images in the mind"
2256.300,2257.400," let them be present"
2410.800,2412.100," what's it like"
2413.300,2414.500," not to do anything"
2422.200,2423.800," really not to do anything"
2496.400,2498.200,"I'm gonna ring the bell shortly"
2498.800,2501.200," let yourself remains still and listen"
2502.600,2504.200," to the sound of the Bell"
